transaction_amount,transaction_hour,customer_age,account_balance,num_prev_transactions,days_since_last_transaction,merchant_rating,location_risk_score,device_trust_score,num_chargebacks,num_failed_logins,is_foreign_transaction,is_high_risk_country,browser_fingerprint_score,email_verified,phone_verified,has_2fa,card_present,ip_risk_score,customer_tenure_months,is_fraud
3.3243417458802305,-0.9985915507211254,2.788128679070093,1.1186926414880554,1.2586391771941234,-3.569388179570517,-0.2592353606364377,-4.291229452897064,-0.3423551678549583,-4.668803971176764,-2.062033087971688,7.636867063462284,-2.734347211000652,0.5530880513612978,0.9317429923736484,-0.3106633260229256,0.024758371426044767,1.6065983932856645,-2.3754423504160296,0.5011770062748038,0
2.4268694217049367,-0.5587903386444261,-4.396077215348241,1.995057163888574,2.7335057139918475,-1.8571175195063416,-0.8752512721207172,-1.3662979086742333,0.9868280876199619,-0.93595192731995,-0.40949820305253115,0.916333558409626,0.06488041728489047,1.893340659754787,3.5552166081997654,-0.4183779351029197,0.1752538964448683,1.0108215963243392,-0.3646654938198215,0.1675335454997007,0
3.132339050859671,-0.5571650925178967,0.9125320551437508,1.6668797554669585,-2.615778322614017,-3.453124667022859,-1.538738953669101,-1.0590674084424427,4.079972125131639,-3.013501947321621,-3.0874479163858566,2.4384692302826383,-2.6786171025131407,2.43626352291824,1.3183686772928056,-1.0706492042490674,1.1213391406617985,-0.7694951140526878,-2.336434327783543,0.9957739687929634,0
4.139018543486061,1.7740633864071853,-8.438951675764478,1.4951923874785313,0.9148892518044398,-1.059226831500614,1.7965403405417089,-3.888484375186586,-4.071505732079977,-1.9639443828218073,5.838685786894522,3.08420871366267,-0.3055475008819091,0.8291223576669251,5.834519748478079,-0.9762990362104499,0.31533491407774344,3.0733785247922176,2.592407581589538,-1.9602337386125688,0
-9.782739475612752,-0.4228724541106588,7.9245010140914225,3.4701748601970497,-0.4437410768611995,2.4003632934010057,-3.7095757985315116,-2.2587856086591667,-7.865815868857228,-1.7186539823770084,-6.210473276882737,-3.685660812040242,2.9991876417360217,-2.7278523766724065,-4.932212346026634,-0.389933394889139,0.27071918962171243,0.9255185747750346,1.245784874308816,1.6750623437769239,0
1.9255270558568471,-1.1236416041549329,-2.206251610354391,0.37880130980059756,-0.2854304882805991,-3.551082228816244,-1.6594432377592703,1.360604346113139,-10.759306319178052,-0.987280376407984,1.0170522685602665,8.607353662409976,2.015319263389501,-3.1428172185148586,0.5328416578280346,1.1487295795539394,0.9006686421474223,6.845988548505566,2.244884234521142,0.21907133638154325,0
4.249774357806164,2.596460022756423,-1.6593857904062126,-1.177129453590637,1.9610832273738836,-3.923481450962214,-1.5431857313962238,3.668416861874067,2.801282302530826,2.6381925978153884,-2.6381078708516292,2.6190940049853655,-0.07896136049928848,0.9974755657018437,0.09466064493827031,-0.4959371468792039,-0.4136972294690056,1.1351747830835086,-1.5155748849561017,0.265541674557667,0
-0.5011830888725267,1.2614471327092556,-4.570596363188145,1.7185938953810056,0.477353060519314,0.6045727258572371,-1.0395113325627952,5.635093581350684,-1.1529300986921998,5.45090090716594,-1.6295297572522958,-7.980621213709735,1.6314865579370816,-1.1900949677280932,0.3716421305659694,0.22756222438416132,-0.8779900170857423,-1.8111151052604884,2.360176150645997,0.3507005362014081,0
-2.7941043024393255,1.2803067298365276,4.541675476012574,1.4888591834563094,0.007526888946156536,-1.6367755320087014,-3.6107209457235947,-0.6523829915806743,-5.510026894519415,-2.247189555696184,-4.001383565665651,4.285750271603715,1.202237398256516,-1.9326894078209784,-2.4093361951014383,0.4828083806088357,-1.325543203874701,3.570839101220388,-0.20021372368626889,-0.4248197551793991,0
4.67798807472278,1.0930052030854547,1.6617274342714228,-0.5995474389872153,-2.0645937834641117,-3.7966978380741283,-0.4957213267195131,-3.6863074283589854,0.8601176047050371,-3.7152658940281946,-0.28183880719583493,7.8359992906045,-2.5220051078979218,1.208784837941119,1.2330502397149843,0.12397736673574675,0.2351957792331604,2.0162476497050537,-1.427013306880822,-0.7186144429665321,0
